,Text,Label,CaseFolding,TextClean,tokens,normalisasi,stopword
26,"mantap pak tegas,… dulu pak habibi dimatikan karyanya dgn berbagai alasan dan kepentingan..
Sekarang nikuba giliran mau diambil orang kalang kabut ajimumpung cari nama, dulu dibilang gak masuk akal..
 Kalo dibilang gak masuk akal semua sain gak masuk akal contoh lampu bisanya ko bisa. Cuma itulah manusia dikasih kelebihan yaitu akal",positif,"mantap pak tegas,… dulu pak habibi dimatikan karyanya dgn berbagai alasan dan kepentingan..
sekarang nikuba giliran mau diambil orang kalang kabut ajimumpung cari nama, dulu dibilang gak masuk akal..
 kalo dibilang gak masuk akal semua sain gak masuk akal contoh lampu bisanya ko bisa. cuma itulah manusia dikasih kelebihan yaitu akal",mantap pak tegas dulu pak habibi dimatikan karyanya dgn berbagai alasan dan kepentingan sekarang nikuba giliran mau diambil orang kalang kabut ajimumpung cari nama dulu dibilang gak masuk akal kalo dibilang gak masuk akal semua sain gak masuk akal contoh lampu bisanya ko bisa cuma itulah manusia dikasih kelebihan yaitu akal,"['mantap', 'pak', 'tegas', 'dulu', 'pak', 'habibi', 'dimatikan', 'karyanya', 'dgn', 'berbagai', 'alasan', 'dan', 'kepentingan', 'sekarang', 'nikuba', 'giliran', 'mau', 'diambil', 'orang', 'kalang', 'kabut', 'ajimumpung', 'cari', 'nama', 'dulu', 'dibilang', 'gak', 'masuk', 'akal', 'kalo', 'dibilang', 'gak', 'masuk', 'akal', 'semua', 'sain', 'gak', 'masuk', 'akal', 'contoh', 'lampu', 'bisanya', 'ko', 'bisa', 'cuma', 'itulah', 'manusia', 'dikasih', 'kelebihan', 'yaitu', 'akal']","['mantap', 'pak', 'tegas', 'dulu', 'pak', 'habibi', 'dimatikan', 'karyanya', 'dgn', 'berbagai', 'alasan', 'dan', 'kepentingan', 'sekarang', 'nikuba', 'giliran', 'mau', 'diambil', 'orang', 'kalang', 'kabut', 'ajimumpung', 'cari', 'nama', 'dulu', 'dibilang', 'tidak', 'masuk', 'akal', 'kalau', 'dibilang', 'tidak', 'masuk', 'akal', 'semua', 'sain', 'tidak', 'masuk', 'akal', 'contoh', 'lampu', 'bisanya', 'ko', 'bisa', 'cuma', 'itulah', 'manusia', 'dikasih', 'kelebihan', 'yaitu', 'akal']","['mantap', 'habibi', 'dimatikan', 'karyanya', 'alasan', 'kepentingan', 'nikuba', 'giliran', 'diambil', 'orang', 'kalang', 'kabut', 'ajimumpung', 'cari', 'nama', 'dibilang', 'masuk', 'akal', 'dibilang', 'masuk', 'akal', 'sain', 'masuk', 'akal', 'contoh', 'lampu', 'bisanya', 'ko', 'manusia', 'dikasih', 'kelebihan', 'akal']"
27,"Nikuba ini sudah ada 2010, dan sudah terbukti tidak efisien",netral,"nikuba ini sudah ada 2010, dan sudah terbukti tidak efisien",nikuba ini sudah ada dan sudah terbukti tidak efisien,"['nikuba', 'ini', 'sudah', 'ada', 'dan', 'sudah', 'terbukti', 'tidak', 'efisien']","['nikuba', 'ini', 'sudah', 'ada', 'dan', 'sudah', 'terbukti', 'tidak', 'efisien']","['nikuba', 'terbukti', 'efisien']"
28,"jika nikuba di buat massall
maka celaah keuntungan akn kecill sdikit celah di buat korups untuk berjamaah

itulah knp bibit anak bangsa yg cerdas2 di anggap merugikan

dn sampe kiamat pun sluruh pejabatmu akan menjajah mu turun temurun",positif,"jika nikuba di buat massall
maka celaah keuntungan akn kecill sdikit celah di buat korups untuk berjamaah

itulah knp bibit anak bangsa yg cerdas2 di anggap merugikan

dn sampe kiamat pun sluruh pejabatmu akan menjajah mu turun temurun",jika nikuba di buat massall maka celaah keuntungan akn kecill sdikit celah di buat korups untuk berjamaah itulah knp bibit anak bangsa yg cerdas di anggap merugikan dn sampe kiamat pun sluruh pejabatmu akan menjajah mu turun temurun,"['jika', 'nikuba', 'di', 'buat', 'massall', 'maka', 'celaah', 'keuntungan', 'akn', 'kecill', 'sdikit', 'celah', 'di', 'buat', 'korups', 'untuk', 'berjamaah', 'itulah', 'knp', 'bibit', 'anak', 'bangsa', 'yg', 'cerdas', 'di', 'anggap', 'merugikan', 'dn', 'sampe', 'kiamat', 'pun', 'sluruh', 'pejabatmu', 'akan', 'menjajah', 'mu', 'turun', 'temurun']","['jika', 'nikuba', 'di', 'buat', 'massall', 'maka', 'celaah', 'keuntungan', 'akn', 'kecill', 'sdikit', 'celah', 'di', 'buat', 'korups', 'untuk', 'berjamaah', 'itulah', 'kenapa', 'bibit', 'anak', 'bangsa', 'yang', 'cerdas', 'di', 'anggap', 'merugikan', 'dan', 'sampe', 'kiamat', 'pun', 'sluruh', 'pejabatmu', 'akan', 'menjajah', 'mu', 'turun', 'temurun']","['nikuba', 'massall', 'celaah', 'keuntungan', 'akn', 'kecill', 'sdikit', 'celah', 'korups', 'berjamaah', 'bibit', 'anak', 'bangsa', 'cerdas', 'anggap', 'merugikan', 'sampe', 'kiamat', 'sluruh', 'pejabatmu', 'menjajah', 'mu', 'turun', 'temurun']"
29,"PEMERINTAH ITU GOBLOK SEKALI SUDAH DI PILIH RAKYAT JADI PRESIDEN, TIDAK MAU DUKUNG RAKYAT, PUTRA NKRI LAGI YANG CREATOR NIKUBA",netral,"pemerintah itu goblok sekali sudah di pilih rakyat jadi presiden, tidak mau dukung rakyat, putra nkri lagi yang creator nikuba",pemerintah itu goblok sekali sudah di pilih rakyat jadi presiden tidak mau dukung rakyat putra nkri lagi yang creator nikuba,"['pemerintah', 'itu', 'goblok', 'sekali', 'sudah', 'di', 'pilih', 'rakyat', 'jadi', 'presiden', 'tidak', 'mau', 'dukung', 'rakyat', 'putra', 'nkri', 'lagi', 'yang', 'creator', 'nikuba']","['pemerintah', 'itu', 'goblok', 'sekali', 'sudah', 'di', 'pilih', 'rakyat', 'jadi', 'presiden', 'tidak', 'mau', 'dukung', 'rakyat', 'putra', 'nkri', 'lagi', 'yang', 'creator', 'nikuba']","['pemerintah', 'goblok', 'pilih', 'rakyat', 'presiden', 'dukung', 'rakyat', 'putra', 'nkri', 'creator', 'nikuba']"
30,"Bohong banget metro ini, bukan dihargai, tapi mau diambil alih tanpa ada pembayaran hak cipta, itu yg bilang sang penciptanya sendiri!
NIKUBA ini bukan barang baru, kalau efisien, pasti negara maju sdh membuat alat ini dengan massal!",positif,"bohong banget metro ini, bukan dihargai, tapi mau diambil alih tanpa ada pembayaran hak cipta, itu yg bilang sang penciptanya sendiri!
nikuba ini bukan barang baru, kalau efisien, pasti negara maju sdh membuat alat ini dengan massal!",bohong banget metro ini bukan dihargai tapi mau diambil alih tanpa ada pembayaran hak cipta itu yg bilang sang penciptanya sendiri nikuba ini bukan barang baru kalau efisien pasti negara maju sdh membuat alat ini dengan massal,"['bohong', 'banget', 'metro', 'ini', 'bukan', 'dihargai', 'tapi', 'mau', 'diambil', 'alih', 'tanpa', 'ada', 'pembayaran', 'hak', 'cipta', 'itu', 'yg', 'bilang', 'sang', 'penciptanya', 'sendiri', 'nikuba', 'ini', 'bukan', 'barang', 'baru', 'kalau', 'efisien', 'pasti', 'negara', 'maju', 'sdh', 'membuat', 'alat', 'ini', 'dengan', 'massal']","['bohong', 'banget', 'metro', 'ini', 'bukan', 'dihargai', 'tetapi', 'mau', 'diambil', 'alih', 'tanpa', 'ada', 'pembayaran', 'hak', 'cipta', 'itu', 'yang', 'bilang', 'sang', 'penciptanya', 'sendiri', 'nikuba', 'ini', 'bukan', 'barang', 'baru', 'kalau', 'efisien', 'pasti', 'negara', 'maju', 'sudah', 'membuat', 'alat', 'ini', 'dengan', 'massal']","['bohong', 'banget', 'metro', 'dihargai', 'diambil', 'alih', 'pembayaran', 'hak', 'cipta', 'sang', 'penciptanya', 'nikuba', 'barang', 'efisien', 'negara', 'maju', 'alat', 'massal']"
31,"Dari bulan lalu, beritanya tentang Nikuba dilirik mulu.
Apa untungnya kalo cuma DILIRIK ???",netral,"dari bulan lalu, beritanya tentang nikuba dilirik mulu.
apa untungnya kalo cuma dilirik ???",dari bulan lalu beritanya tentang nikuba dilirik mulu apa untungnya kalo cuma dilirik,"['dari', 'bulan', 'lalu', 'beritanya', 'tentang', 'nikuba', 'dilirik', 'mulu', 'apa', 'untungnya', 'kalo', 'cuma', 'dilirik']","['dari', 'bulan', 'lalu', 'beritanya', 'tentang', 'nikuba', 'dilirik', 'mulu', 'apa', 'untungnya', 'kalau', 'cuma', 'dilirik']","['beritanya', 'nikuba', 'dilirik', 'mulu', 'untungnya', 'dilirik']"
32,"Negeri ini sulit sekali menghargai hasil karya anak bangsa sendiri. Ada nikuba, dan yang teranyar adalah stadium JIS. Semuanya dikatakan memiliki banyak cacad. Tetapi kalau hasil karya rezim dan konco konco nya walaupun banyak cacad dan kekurangan tetap disanjung-sanjung. Memang MENYEDIHKAN.",negatif,"negeri ini sulit sekali menghargai hasil karya anak bangsa sendiri. ada nikuba, dan yang teranyar adalah stadium jis. semuanya dikatakan memiliki banyak cacad. tetapi kalau hasil karya rezim dan konco konco nya walaupun banyak cacad dan kekurangan tetap disanjung-sanjung. memang menyedihkan.",negeri ini sulit sekali menghargai hasil karya anak bangsa sendiri ada nikuba dan yang teranyar adalah stadium jis semuanya dikatakan memiliki banyak cacad tetapi kalau hasil karya rezim dan konco konco nya walaupun banyak cacad dan kekurangan tetap disanjungsanjung memang menyedihkan,"['negeri', 'ini', 'sulit', 'sekali', 'menghargai', 'hasil', 'karya', 'anak', 'bangsa', 'sendiri', 'ada', 'nikuba', 'dan', 'yang', 'teranyar', 'adalah', 'stadium', 'jis', 'semuanya', 'dikatakan', 'memiliki', 'banyak', 'cacad', 'tetapi', 'kalau', 'hasil', 'karya', 'rezim', 'dan', 'konco', 'konco', 'nya', 'walaupun', 'banyak', 'cacad', 'dan', 'kekurangan', 'tetap', 'disanjungsanjung', 'memang', 'menyedihkan']","['negeri', 'ini', 'sulit', 'sekali', 'menghargai', 'hasil', 'karya', 'anak', 'bangsa', 'sendiri', 'ada', 'nikuba', 'dan', 'yang', 'teranyar', 'adalah', 'stadium', 'jis', 'semuanya', 'dikatakan', 'memiliki', 'banyak', 'cacad', 'tetapi', 'kalau', 'hasil', 'karya', 'rezim', 'dan', 'konco', 'konco', 'nya', 'walaupun', 'banyak', 'cacad', 'dan', 'kekurangan', 'tetap', 'disanjungsanjung', 'memang', 'menyedihkan']","['negeri', 'sulit', 'menghargai', 'hasil', 'karya', 'anak', 'bangsa', 'nikuba', 'teranyar', 'stadium', 'jis', 'memiliki', 'cacad', 'hasil', 'karya', 'rezim', 'konco', 'konco', 'cacad', 'kekurangan', 'disanjungsanjung', 'menyedihkan']"
33,"lama lama drama wakanda ini nikuba.....nikubanyu jangan sampai jadi nikubacot......buktikan secepatnya....1 produksi untuk jalankan sepeda tanpa tangki, 1 lt bisa 500 km...........semangat",netral,"lama lama drama wakanda ini nikuba.....nikubanyu jangan sampai jadi nikubacot......buktikan secepatnya....1 produksi untuk jalankan sepeda tanpa tangki, 1 lt bisa 500 km...........semangat",lama lama drama wakanda ini nikubanikubanyu jangan sampai jadi nikubacotbuktikan secepatnya produksi untuk jalankan sepeda tanpa tangki lt bisa kmsemangat,"['lama', 'lama', 'drama', 'wakanda', 'ini', 'nikubanikubanyu', 'jangan', 'sampai', 'jadi', 'nikubacotbuktikan', 'secepatnya', 'produksi', 'untuk', 'jalankan', 'sepeda', 'tanpa', 'tangki', 'lt', 'bisa', 'kmsemangat']","['lama', 'lama', 'drama', 'wakanda', 'ini', 'nikubanikubanyu', 'jangan', 'sampai', 'jadi', 'nikubacotbuktikan', 'secepatnya', 'produksi', 'untuk', 'jalankan', 'sepeda', 'tanpa', 'tangki', 'lt', 'bisa', 'kmsemangat']","['drama', 'wakanda', 'nikubanikubanyu', 'nikubacotbuktikan', 'secepatnya', 'produksi', 'jalankan', 'sepeda', 'tangki', 'lt', 'kmsemangat']"
34,Beda nasib NIKUBA vs ESEMKA🙄,netral,beda nasib nikuba vs esemka🙄,beda nasib nikuba vs esemka,"['beda', 'nasib', 'nikuba', 'vs', 'esemka']","['beda', 'nasib', 'nikuba', 'vs', 'esemka']","['beda', 'nasib', 'nikuba', 'vs', 'esemka']"
35,"Apa cuma ak yg percaya kalo Nikuba ini cuma pembualan bapak misel saja ya...😂
Secara fisika itu bulshit menurutku..
1liter air bisa 200km 
1tetes bisa 45km 
Come on baraya ga perlu pintar ko menganalisis ini..ini ud pasti pembualan, dan media memamfaatkan emosi nitizen membuat berita bombastis..ayolah be smart jangan mau di permainkan media.",negatif,"apa cuma ak yg percaya kalo nikuba ini cuma pembualan bapak misel saja ya...😂
secara fisika itu bulshit menurutku..
1liter air bisa 200km 
1tetes bisa 45km 
come on baraya ga perlu pintar ko menganalisis ini..ini ud pasti pembualan, dan media memamfaatkan emosi nitizen membuat berita bombastis..ayolah be smart jangan mau di permainkan media.",apa cuma ak yg percaya kalo nikuba ini cuma pembualan bapak misel saja ya secara fisika itu bulshit menurutku liter air bisa km tetes bisa km come on baraya ga perlu pintar ko menganalisis iniini ud pasti pembualan dan media memamfaatkan emosi nitizen membuat berita bombastisayolah be smart jangan mau di permainkan media,"['apa', 'cuma', 'ak', 'yg', 'percaya', 'kalo', 'nikuba', 'ini', 'cuma', 'pembualan', 'bapak', 'misel', 'saja', 'ya', 'secara', 'fisika', 'itu', 'bulshit', 'menurutku', 'liter', 'air', 'bisa', 'km', 'tetes', 'bisa', 'km', 'come', 'on', 'baraya', 'ga', 'perlu', 'pintar', 'ko', 'menganalisis', 'iniini', 'ud', 'pasti', 'pembualan', 'dan', 'media', 'memamfaatkan', 'emosi', 'nitizen', 'membuat', 'berita', 'bombastisayolah', 'be', 'smart', 'jangan', 'mau', 'di', 'permainkan', 'media']","['apa', 'cuma', 'saya', 'yang', 'percaya', 'kalau', 'nikuba', 'ini', 'cuma', 'pembualan', 'bapak', 'misel', 'saja', 'ya', 'secara', 'fisika', 'itu', 'bulshit', 'menurutku', 'liter', 'air', 'bisa', 'km', 'tetes', 'bisa', 'km', 'come', 'on', 'baraya', 'tidak', 'perlu', 'pintar', 'ko', 'menganalisis', 'iniini', 'ud', 'pasti', 'pembualan', 'dan', 'media', 'memamfaatkan', 'emosi', 'nitizen', 'membuat', 'berita', 'bombastisayolah', 'be', 'smart', 'jangan', 'mau', 'di', 'permainkan', 'media']","['percaya', 'nikuba', 'pembualan', 'misel', 'fisika', 'bulshit', 'menurutku', 'liter', 'air', 'km', 'tetes', 'km', 'come', 'on', 'baraya', 'pintar', 'ko', 'menganalisis', 'iniini', 'ud', 'pembualan', 'media', 'memamfaatkan', 'emosi', 'nitizen', 'berita', 'bombastisayolah', 'be', 'smart', 'permainkan', 'media']"
36,"Korban pembodohan media tv,di yt sudah lama dibahas kegagalan nikuba",negatif,"korban pembodohan media tv,di yt sudah lama dibahas kegagalan nikuba",korban pembodohan media tvdi yt sudah lama dibahas kegagalan nikuba,"['korban', 'pembodohan', 'media', 'tvdi', 'yt', 'sudah', 'lama', 'dibahas', 'kegagalan', 'nikuba']","['korban', 'pembodohan', 'media', 'tvdi', 'yt', 'sudah', 'lama', 'dibahas', 'kegagalan', 'nikuba']","['korban', 'pembodohan', 'media', 'tvdi', 'yt', 'dibahas', 'kegagalan', 'nikuba']"
37,Bikin berita mbok yang proporsional. Mendatangkan tenaga ahli juga. Perlu di cek aslinya apakah Ferrari beneran tertarik nikuba. Bisa cek berita aslinya dari portalnya resmi ferari. Jangan seolah-olah membuat heboh terhadap inovasi yg sebenarnya sdh lama dan tdk layak. Tapi judulnya tidak salah dan tidak bisa digugat karena menggunakan tanda ?,positif,bikin berita mbok yang proporsional. mendatangkan tenaga ahli juga. perlu di cek aslinya apakah ferrari beneran tertarik nikuba. bisa cek berita aslinya dari portalnya resmi ferari. jangan seolah-olah membuat heboh terhadap inovasi yg sebenarnya sdh lama dan tdk layak. tapi judulnya tidak salah dan tidak bisa digugat karena menggunakan tanda ?,bikin berita mbok yang proporsional mendatangkan tenaga ahli juga perlu di cek aslinya apakah ferrari beneran tertarik nikuba bisa cek berita aslinya dari portalnya resmi ferari jangan seolaholah membuat heboh terhadap inovasi yg sebenarnya sdh lama dan tdk layak tapi judulnya tidak salah dan tidak bisa digugat karena menggunakan tanda,"['bikin', 'berita', 'mbok', 'yang', 'proporsional', 'mendatangkan', 'tenaga', 'ahli', 'juga', 'perlu', 'di', 'cek', 'aslinya', 'apakah', 'ferrari', 'beneran', 'tertarik', 'nikuba', 'bisa', 'cek', 'berita', 'aslinya', 'dari', 'portalnya', 'resmi', 'ferari', 'jangan', 'seolaholah', 'membuat', 'heboh', 'terhadap', 'inovasi', 'yg', 'sebenarnya', 'sdh', 'lama', 'dan', 'tdk', 'layak', 'tapi', 'judulnya', 'tidak', 'salah', 'dan', 'tidak', 'bisa', 'digugat', 'karena', 'menggunakan', 'tanda']","['bikin', 'berita', 'mbok', 'yang', 'proporsional', 'mendatangkan', 'tenaga', 'ahli', 'juga', 'perlu', 'di', 'cek', 'aslinya', 'apakah', 'ferrari', 'beneran', 'tertarik', 'nikuba', 'bisa', 'cek', 'berita', 'aslinya', 'dari', 'portalnya', 'resmi', 'ferari', 'jangan', 'seolaholah', 'membuat', 'heboh', 'terhadap', 'inovasi', 'yang', 'sebenarnya', 'sudah', 'lama', 'dan', 'tidak', 'layak', 'tetapi', 'judulnya', 'tidak', 'salah', 'dan', 'tidak', 'bisa', 'digugat', 'karena', 'menggunakan', 'tanda']","['berita', 'mbok', 'proporsional', 'tenaga', 'ahli', 'cek', 'aslinya', 'ferrari', 'beneran', 'tertarik', 'nikuba', 'cek', 'berita', 'aslinya', 'portalnya', 'resmi', 'ferari', 'seolaholah', 'heboh', 'inovasi', 'layak', 'judulnya', 'salah', 'digugat', 'tanda']"
38,"Menurut saya pak misel gak usah melibatkan BRIN untuk mengembangkan nikuba,, lebih baik jika pak misel mematenkan hak cipta sendiri.. Tanpa campur tangan pemerintah... Karena pemerintah bakal menjegal dan mengeklaim penemuan tersebut.. Otomatis pak misel gak bakal dpt kompensasi atas hak ciptanya",positif,"menurut saya pak misel gak usah melibatkan brin untuk mengembangkan nikuba,, lebih baik jika pak misel mematenkan hak cipta sendiri.. tanpa campur tangan pemerintah... karena pemerintah bakal menjegal dan mengeklaim penemuan tersebut.. otomatis pak misel gak bakal dpt kompensasi atas hak ciptanya",menurut saya pak misel gak usah melibatkan brin untuk mengembangkan nikuba lebih baik jika pak misel mematenkan hak cipta sendiri tanpa campur tangan pemerintah karena pemerintah bakal menjegal dan mengeklaim penemuan tersebut otomatis pak misel gak bakal dpt kompensasi atas hak ciptanya,"['menurut', 'saya', 'pak', 'misel', 'gak', 'usah', 'melibatkan', 'brin', 'untuk', 'mengembangkan', 'nikuba', 'lebih', 'baik', 'jika', 'pak', 'misel', 'mematenkan', 'hak', 'cipta', 'sendiri', 'tanpa', 'campur', 'tangan', 'pemerintah', 'karena', 'pemerintah', 'bakal', 'menjegal', 'dan', 'mengeklaim', 'penemuan', 'tersebut', 'otomatis', 'pak', 'misel', 'gak', 'bakal', 'dpt', 'kompensasi', 'atas', 'hak', 'ciptanya']","['menurut', 'saya', 'pak', 'misel', 'tidak', 'usah', 'melibatkan', 'brin', 'untuk', 'mengembangkan', 'nikuba', 'lebih', 'baik', 'jika', 'pak', 'misel', 'mematenkan', 'hak', 'cipta', 'sendiri', 'tanpa', 'campur', 'tangan', 'pemerintah', 'karena', 'pemerintah', 'bakal', 'menjegal', 'dan', 'mengeklaim', 'penemuan', 'tersebut', 'otomatis', 'pak', 'misel', 'tidak', 'bakal', 'dapat', 'kompensasi', 'atas', 'hak', 'ciptanya']","['misel', 'melibatkan', 'brin', 'mengembangkan', 'nikuba', 'misel', 'mematenkan', 'hak', 'cipta', 'campur', 'tangan', 'pemerintah', 'pemerintah', 'menjegal', 'mengeklaim', 'penemuan', 'otomatis', 'misel', 'kompensasi', 'hak', 'ciptanya']"
